email_id,source,subject,body,type,PhishID
225,Info@conference.com,Subject: 2023 Management Conference,"<p>During this critical time, it is imperative that our management team remain focused on our business and continue to address the challenges currently facing our company. For that reason, I have decided to postpone our annual Management Conference.</p><p>&nbsp;</p><p>The Conference will now be held between May 19 and May 21, 2023 at the Westin La Cantera Resort in San Antonio. While the Saturday meeting allows some executives who cannot be away from the office during business hours to attend the Management Conference for the first time, I also recognize that it requires many of you to forfeit additional personal time. I truly appreciate your sacrifice and I sincerely encourage your attendance.</p><p>&nbsp;</p><p><a href=""http://www.google.com/conferences"" onclick=""return false;"">Click here</a> to view the new agenda. We&#39;ll be in touch soon with more details.</p><p>&nbsp;</p><p>Regards,</p><p>Ken Lay</p>",ham,37
226,Customersupport@chase.com,An important notice about insufficient funds in your Chase account,"<p>Dear Chase&nbsp;Customer:&nbsp;</p><p>We&#39;re writing to let you know that there are insufficient funds to complete recent activity for your deposit account.&nbsp;<br /><br />To see a detailed notice about this situation, please log on to&nbsp;<a href=""http://www.chase.com/"" onclick=""return false;"">www.Chase.com</a>&nbsp;and go to the Account Activity page or the Account Notices page for this account.&nbsp;<br /><br />If you aren&#39;t enrolled to receive Paperless Statements and Notices or you think you&#39;ve received this message in error, please call our Customer Support team immediately. To find the appropriate phone number for your account type, go to the Customer Center on Chase Online click the &quot;Contact us&quot; link.&nbsp;<br /><br />Please don&#39;t reply directly to this automatically-generated e-mail message.&nbsp;<br /><br />Sincerely,&nbsp;<br /><br />Online Banking Team&nbsp",ham,38
227,Products@triactive.com,Low Impact Updates,"The ultimate goal of an IT Operations group is to provide high-quality services to end users throughout the organization, including optimum software for them to do their jobs effectively. But deploying new software updates often has a negative impact on end user productivity. Learn how to keep up with new software--WITHOUT sleepless nights for you or your end users.&nbsp;</p><p><br />TriActive&#39;s newest online seminar, &quot;Increasing End User Productivity: Low Impact Upgrades/Deployments&quot; provides: tips and checklists for analyzing and planning a successful upgrade or deployment, implementation steps, and post-deployment activities.</p><p><br />Go to&nbsp;<a href=""http://www.triactive.com"" onclick=""return false;"">this link</a> to download and view this brief, free 15-minute seminar, brought to you by TriActive, the company that offers simple, affordable, and effective systems management for your IT organization.<br /><br />Regards,<br />TriActive, Inc.</p>",ham,39
228,bowne@customersat.com,Creative Center Customer Satisfaction Survey,"<p>Dear Valued Customer,</p><p>&nbsp;</p><p>The Creative Center is initiating a comprehensive survey of its customers&#39; satisfaction, and would very much like to include your feedback. Bowne Business Solutions is proud to be the onsite provider of your graphic services. I would like to invite you to take a moment to complete a brief survey about the BBS services. Your individual identity is guaranteed to be 100% protected, as all responses are accepted anonymously on a secure Web server, where the survey is hosted. We sincerely hope you will take a few minutes to participate, as your feedback and comments will help BBS better understand your needs.</p><p>&nbsp;</p><p><a href=""http://www.google.com/form/"" onclick=""return false;"">Click here</a> to go the survey.</p><p>If you need assistance, please e-mail bowne@customersat.com.</p><p>Your opinions and satisfaction are very important to us. Thank you very much for your feedback!</p><p>&nbsp;</p><p>Sincerely,</p><p>John Zilker</p><p>Client Services Manager</p>",ham,40
229,jim.jenkins@global-infra.com,Revised Desktop Support Service,"The executive desktop support services have been streamlined due to recent organizational changes.</p><p>&nbsp;</p><p><a href=""http://www.google.com"" onclick=""return false;"">Click here</a> to view the revised service offerings.</p><p><br />We appreciate your cooperation in this matter.<br /><!--[if !supportLineBreakNewLine]--><br /><!--[endif]--></p><p>Global Infrastructure Team<br /><!--[endif]--></p>",ham,41
230,sales@theevansgroup.net,Final Reminder: Please complete your online YPO Forum Diagnostic,"<p>Final Reminder: Please complete your online YPO Forum Diagnostic Survey&nbsp;response today.<br /><br />Bill Evans will be discussing your survey results with your forum when he&nbsp;meets with you October 24-26. It is important that your forum has a 100%&nbsp;response rate.&nbsp;Go <a href=""https://www.google.com/forms/about/"" onclick=""return false;"">here</a><br /><br />Please ensure that your email and password are all lowercase, and then&nbsp;click on the underlined word &quot;Login&quot;. Use&nbsp;Password:&nbsp;forum2</p><p>On the next page click on &quot;click here to complete your survey&quot;<br /><br />Upon completing your responses, you will reach a confirmation page.<br /><br />If you still have difficulty, please contact us.<br />Thank you,<br />Lisa Gaertner<br />The Evans Group</p>",ham,42
231,support@popmoney.com,Your payment is expiring soon. ,"<p>Jonathan sent you $100.00</p><p>Your payment is expiring in 3 day(s). You must act now!</p><p><a href=""http://www.popmoney.com"" onclick=""return false;"">Deposit Payment</a></p><p>&nbsp;</p><p>Getting your money is easy with Popmoney. Click Deposit Payment to go to&nbsp;<a href=""https://www.popmoney.com/"" onclick=""return false;"">www.popmoney.com</a>.You will need your bank account and routing number, which you can find on your checks.&nbsp;</p><p>&nbsp;</p><p>The money will be returned to Jonathan if you don&#39;t deposit by&nbsp;<strong>3 day(s)</strong>.</p><p>&nbsp;</p><p>Hint: If you already have a Popmoney profile, log in to your profile to see and deposit this payment.</p><p>&nbsp;</p><p>You have received this email because the sender would like to send you money through Popmoney, an electronic payment service. You may be asked to provide your bank account information so the funds can be deposited into your account. This information will be kept confidential and will not be shared with the sender of this email.</p><p>&nbsp;</p><p>Security</p><p>Your trust and security are very important to us. Any information you share with us will be treated as confidential.</p>",ham,43
232,davidcampbell@gmail.com,David Campbell's Resume,"<p>Hello,<br />I want to thank you for taking time out of your busy schedule to help me&nbsp;with my job venture. I really admire your company. I would like to&nbsp;learn and become a part of your team.<br />I look forward to assisting you and where ever you need help.<br /><br /><a href=""http://www.googledocs/david"" onclick=""return false;"">Click here</a> to view my resume<br /><br />Thank you for all your help,<br />David Campbell",ham,44
233,it-help@cmu.edu,Decommission of Email -- Please Plan To Migrate,"<p>Hello!</p><p>You are receiving this email because you are listed as a&nbsp;staff member falling under the support of our&nbsp;Computing team, and having a Cyrus email account.&nbsp;Cyrus accounts were long&nbsp;the default for all, but Computing Services has begun a multi-phased&nbsp;project to decommission the Cyrus email service &quot;as part of an effort to&nbsp;provide modern, industry standard, cost-effective email and calendar&nbsp;solutions.&quot;</p><p>&nbsp;</p><p>A migration tool is available to guide you through migrating your email&nbsp;from Cyrus to either Exchange or Google.&nbsp;&nbsp;We&#39;re to understand that that&nbsp;process is pretty&nbsp;automated and simple -- you just want to start here: <a href=""http://www.cmu.com/email/migration/"" onclick=""return false;"">http://www.cmu.com/email/migration/</a></p><p>&nbsp;</p><p>If you run into anything unforeseen, you can sure feel free to check&nbsp;back with us here, but ultimately the Computing Services Help Center&nbsp;would be just as&nbsp;appropriate a contact.</p><p>&nbsp;</p><p>Thanks, and good luck!</p><p>Computing Services</p>",ham,45
234,help@dropbox.com,You've successfully reset your Dropbox password,"<p>Hi,<br /><br />Your Dropbox account password was recently reset.<br /><br />While we&#39;ve updated your password, any computers or phones that you previously linked to your Dropbox account are still connected. You can disconnect a lost or stolen device from your&nbsp;<a href=""https://www.dropbox.com"" onclick=""return false;"">account settings.</a><br /><br />If you changed your password for security reasons, we strongly recommend that you unlink any devices, web sessions, or apps that look unfamiliar or that you&#39;re concerned about. See&nbsp;<a href=""https://www.dropbox.com"" onclick=""return false;"">this Help Center article</a>&nbsp;for more information.<br /><br />If you didn&#39;t make this change, please&nbsp;<a href=""https://www.dropbox.com/contact"" onclick=""return false;"">let us know</a>.<br /><br />Thanks!<br />- The Dropbox Team",ham,46
235,extracare@pharmacy.cvs.com,$2 Off + Look At These Great Deals,"<h3>CVS Pharmacy</h3><br>ExtraCare<br>Mike, we picked these deals for you.<br>Save $2<br>on your in-store or online Grocery purchase.<br>Choose snacks, drinks, candy and more.<br><br><a href=""http://www.pharmacy.cvs.com"" onclick=""return false;"">Get coupon </a><br> Print or Send to Card through Monday, 12/18/22.",ham,47
236,noreply@jobalertshub.com,Accenture Associate Recruitment | 100 Vacancies,"<h4>Accenture Walk-in 2022</h4><p> Accenture walk-in IT jobs<br>Associate post<br> Notification, Eligibility, Apply Now <a href=""http://jobalertshub.com"" onclick=""return false;"">Click Here</a><br><br> Accenture Associate <br>Walk-in 2022 Job Notification, candidates completed Degree, and have...<br><a href=""https://www.accenture.com"" onclick=""return false;"">More Details >></a>",ham,48
237,no_reply@snapchat.com,"Snapchat Login on November 15, 2022","<h3>Just logged in! </h3><br>Hi Nancy95,<p>It looks like someone logged into your account from a device ""Motorola Moto G (5S) Plus"" on November 15, 2022 at 12:39:32 EST. The login took place somewhere near Pittsburgh, PA, United States (IP = 128.217.216.78).</p><br>If this was you, please disregard this email. No further action is needed.<br><p>If this wasn't you, please change your password in the Snapchat app or from our Support website <a href=""https://accounts.snapchat.com/accounts/change_password%3Fh%3D87a144a6-5760-4170-86e0-4666af76f12"" onclick=""return false;"">here.</a></p><br>Read more about what to do if your account may be compromised <a href=""https://support.snapchat.com/en-GB/a/hacked-howto"" onclick=""return false;"">here.</a><br><br>Thanks,<br>Team Snapchat",ham,49
